company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
CouponsMonk,https://e27.co/startup/couponsmonk,https://www.couponsmonk.com/,United States of America,,,,,"http://www.twitter.com/CouponsMonk,http://www.facebook.com/CouponsMonkUSA/",,,CouponsMonk is one of the most active coupon curation sites.,"CouponsMonk is one of the most active coupon curation sites. It lists coupons by category and brand, but it often focuses on particular niches, hand-pick deals from across the web to share the best ones with its users, and heavily rely on users to help them organize these coupons."
Moon Invoice,https://e27.co/startup/moon-invoice,https://www.mooninvoice.com/?utm_source=marketing&utm_medium=organic,United States of America,,June 2009,,,"http://www.twitter.com/mooninvoice,https://www.facebook.com/mooninvoice/,https://www.linkedin.com/company/moon-invoice/",,,Moon Invoice is unique and 1st invoice app with iCloud sync for iOS and Mac OSX for small businesses and individual.,"Moon Invoice is easy to use with simplest user-interface, cutting-edge features, and multi-productive functionalities. Designed and developed with futuristic invoicing solutions, we guarantee that Moon Invoice will always remain in your recent history"
Seven Dimensions,https://e27.co/startup/seven-dimensions,https://sevendimensions.in/,India,Architecture & Construction,,,,http://fb.com/sevendimensions.in,,,"Seven Dimensions, One of the Best Interior Designing Company in Chennai And We are Doing Home Renovation Over Past 10 Years. We are Providing All Kinds of Services to Residential & Commercial Interior",
Policy Planner,https://e27.co/startup/policy-planner,https://www.policyplanner.in,India,,,,,,,,"We are Web aggregator Policy Planner Pvt. Ltd. You Can compare & Buy Online Insurance Within 2 Min , Like Health Insurance, Car Insurance, Bike Insurance, Travel Insurance, Life Insurance, Investment",
Involve Asia Technology,https://e27.co/startup/involve-asia-technology,https://productnation.co/th/,Thailand,,,,,,,,,
WAMP Institute Pvt Ltd,https://e27.co/startup/wamp-institute-pvt-ltd,https://www.wampinstitute.in,India,,May 2015,,,"http://www.twitter.com/wampinstitute,https://www.facebook.com/wampinstitute",,,"WAMP Institute is an institute for digital marketing courses, which provides the students with knowledge about digital media and marketing.","WAMP Institute is an institute for digital marketing courses, which provides the students with knowledge about digital media and marketing. It is located in various other countries. It is considered as one of the best in the particular field as they have micro-batches that are 5 to 6 students in each batch; we have highly qualified trainers who have been working in the Digital Marketing field. We focus on practical training rather than theoretical training, students are also provided with internships and they also work on live projects to gain experience."
SKARTEC Digital Marketing Academy,https://e27.co/startup/skartec-digital-marketing-academy,https://skartecedu.in,India,Education,December 2015,,,"http://www.twitter.com/skartecacademy,https://facebook.com/skartecacademy,https://linkedin.com/in/digitalsuresh",,,SKARTEC Digital Marketing Academy gives you the most powerful launch pad possible for your digital marketing career. Our goal is to transform students into 360-degree marketing professionals.,"SKARTEC Digital Marketing Academy gives you the most powerful launch pad possible for your digital marketing career, anywhere in the world. Our goal is to transform students into 360-degree marketing professionals who can bring about change in a fast-evolving world."
Puresoftware Pvt Ltd   ,https://e27.co/startup/puresoftware,http://puresoftware.com/,Singapore,,2005,,,"http://www.twitter.com/PureSoftware,https://www.facebook.com/PureSoftware1,https://www.linkedin.com/company/puresoftware/",,,PureSoftware is providing software solutions that help IT transform conventional businesses into advanced digital enterprises,"PureSoftware is a software product and services company that focuses on driving a differentiated customer experience, accelerating cycle time and improving business outcomes through an integration of digital solutions, robotic automation, and non-linear commercial models. PureSoftware provides value-driven services and solutions to its customers by leveraging its offerings in Digital, Product Engineering and Application Development and Management. These services are applicable across industries including Telecom, Financial Services, Life Sciences, Hi-Tech, and Gaming."
Binary Informatics Software Company,https://e27.co/startup/binary-informatics-software-company,http://binaryinformatics.com/,United States of America,,,,,,,,"Binary Informatics is a leading Technology and Digital Product Service company headquartered in Noida, India an office in San Francisco.",
Movel AI Pte Ltd,https://e27.co/startup/movel-ai-pte-ltd,http://www.movel.ai,Singapore,Robotics,,,,,,,Movel AI is a deep technology company building advanced Artificial Intelligence (AI) systems for robot navigation using sensor fusion and deep learning.,Introduction:
Arttha,https://e27.co/startup/arttha,http://arttha.com/,India,,2005,,,"http://www.twitter.com/arttha_fintech,https://www.facebook.com/ArtthaMobilePayments,https://www.linkedin.com/company/arttha-mobile-payments/",,,"In the digital payments world, ‘Arttha’, by PureSoftware, is one of the fastest growing technology platforms for Digital Banking, Core Banking and Digital Wallet","Arttha, an initiative by PureSoftware, is one of the fastest growing technology providers in the mobile payments world. With a focus on business execution and process optimization, it delivers high-performance technologies while ensuring minimal operational costs for service providers. It provides a one platform solution for consumer-facing financial services, including cards, devices, vouchers, loans, agent management, and multi-currency transactions."
Nurysh,https://e27.co/startup/nurysh,https://nurysh.com,United States of America,,,,,"http://www.twitter.com/Nuryshskincare,https://www.facebook.com/nuryshrx/",,,"We are an evidence-based clinical skin care company, providing an effective anti-aging device and professional skin care products for the best skin care solutions. For further details, visit our website now.",
DQMpro,https://e27.co/startup/dqmpro,http://www.dqmpro.com/,United States of America,Accounting,,,,,,,DQMpro is one of the best email list providers in the USA.,DQMpro is one of the best email list providers in the USA. We are providing highly verified and responsive email lists to enhance brand visibility as well as generate more qualified leads. Our data professionals have built an error-free mailing database that can add value to your b2b multi-channel campaigns and grow your customer base as well.
Icontek,https://e27.co/startup/icontek,http://www.icontek.com/,Canada,Software,,,,https://www.linkedin.com/company/icontek/,,,Icontek is dedicated to the advancement of behavioral analysis and natural language processing (NLP) for the enterprise market,"Icontek is dedicated to the advancement of behavioral analysis and natural language processing (NLP) for the enterprise market. We are R&D-focused, and committed to changing the way people think about machine learning and language, as well as the potential NLP holds."
MOBY'S Petshop,https://e27.co/startup/moby-s-petshop,http://mobyspetshop.com,Singapore,E-commerce,January 2017,,,"https://www.facebook.com/mobyspetshop/,https://www.linkedin.com/company/mobyspetshop/",,,"MOBY'S Petshop is the leading pet e-commerce company in Southeast Asia. Shop the hottest dog & cat food & supplies on your mobile, and get them delivered to your doorstep in 48h.",
Ideas2IT Technologies,https://e27.co/startup/ideas2it-technologies,https://www.ideas2it.com/,United States of America,B2B/Enterprise,February 2008,,,"http://www.twitter.com/ideas2it,https://www.facebook.com/Ideas2IT/,https://in.linkedin.com/company/ideas2it",,,"We are an innovation-led, digital transformation partner. Top notch technologies applied at the core of business.","Founded by an ex-Googler, Ideas2IT started its journey as a high-end product engineering partner for Silicon Valley startups. We honed our skills in solutioning, cutting-edge technology and go-to market strategies with them. As we grew, we added competencies in process, engagement model and delivery to work with enterprises. We are proud to be part of delivering innovative solutions for enterprises like Siemens and startups like DeVero to big exits. With a leadership team made of former entrepreneurs and big company executives, we have the right mix of passion and maturity to deliver futuristic solutions."
SBS Consulting Pte. Ltd.,https://e27.co/startup/sbs-consulting-pte-ltd,https://www.sbsgroup.com.sg/,Singapore,,January 2010,,,"http://www.twitter.com/SBS_Consulting,https://www.facebook.com/sbsgroupsg",,,"Incorporate Company in Singapore at SDG699. SBS Consulting Pte Ltd helps SMEs and Startups in Singapore by providing Accounting, Bookkeeping, Corporate Secretarial, XBRL Filing services at low cost.","SBS Consulting Pte Ltd is the proud winner of 'Singapore's 500 Enterprise Award 2018'. It is widely known for its reliability, promptness and affordable services in Singapore."
Co-Lab Architecture,https://e27.co/startup/co-lab-architecture,https://colabarchitects.com.au,Australia,,,,,"http://www.twitter.com/colabarchitects,https://www.facebook.com/pg/CoLabArchitectsMelbourne",,,Co-Lab Architecture is dedicated architecture firms in Melbourne specialised in residential and commercial designs.,"Co-Lab Architecture is one of the leading architecture firms in Melbourne specialising in creating unique and usable spaces for the residential and commercial facilities. By providing comprehensive architectural services including interior and landscape designs, we have built an enviable reputation of being the best architects in Melbourne."
Aihuishou,https://e27.co/startup/aihuishou,http://aihuishou.com/,China,E-commerce,,,,,,,"aihuishou.com (爱回收网) is a bidding-based C2B platform for recycling and the sale of selling second-hand electronic items such as mobile phones, laptops, and more.","aihuishou.com (爱回收网) is a bidding-based C2B platform for recycling and the sale of selling second-hand electronic items such as mobile phones, laptops, and more."
Mineral Assurance,https://e27.co/startup/mineral-assurance,http://mineralassurance.com,Australia,Architecture & Construction,March 2018,,,,,,"The MA Platform effectively creates a global data economy for the mining industry, where data providers and data users work together to create new opportunities for the global mining industry.",
engineeringhometuition,https://e27.co/startup/engineeringhometuition,http://engineeringhometuition.com/,India,,,,,,,,,
TaskUs,https://e27.co/startup/taskus,https://www.taskus.com/ph-taskus/,Philippines,,,,,,,,"At TaskUs, we promise four things: people, process, technology and transformational growth. As a progressive, new-age outsourcer, we are flexible, agile and quick to respond to clients’ shifting needs","At TaskUs, we promise four things: people, process, technology and transformational growth. As a progressive, new-age outsourcer, we are flexible, agile and quick to respond to clients’ shifting needs. People are our passion and our power."
handling emotions,https://e27.co/startup/handling-emotions,http://www.handlingemotions.in,India,,,,,,,,Handling Emotions is an experiential learning to must have Emotional - Social skills in kids to face today’s world and themselves.,
Jebhealth,https://e27.co/startup/jebhealth,https://jebhealth.com,Singapore,E-commerce,September 2016,,,"http://www.facebook.com/jebhealth,https://www.linkedin.com/company/jebhealth/",,,An online marketplace for healthcare services with a focus on preventive care in Southeast Asia.,"Since its creation in 2016, Jebhealth now houses a network of about 10,000 doctors and therapists, providing high-value preventive care services to users including: comprehensive health check-ups, preventive dental treatment, physiotherapy, family and specialist care services, as well as medical and dental aesthetics. As an online marketplace for healthcare services, Jebhealth has also expanded beyond local shores to countries such as Thailand and Vietnam, where Jebhealth has garnered the support of leading medical groups."
IVC services,https://e27.co/startup/ivc-services,http://ivc-services.com/India-visa-Singapore,Singapore,Legal Services,,,,,,,IVC Services provide Visa Consultancy services for Indian Nationals in Singapore. IVC helps in acquiring Visas of applicant's choice whether it is India Visa in Singapore or other country visas.,"Applying for India Visa? Are you worried on document preparation, online application, fake India Visa website?"
Inventory Software Services,https://e27.co/startup/inventory-software-services,https://inventorysoftwareservices.com,Bangladesh,Accounting,October 2017,Mohammad Ali,,"http://www.twitter.com/invsoftservices,https://facebook.com/inventorysoftwareservice,https://www.linkedin.com/company/inventory-software-services",,,Inventory Software Services provide web based inventory management services for small business management.,Inventory Software Services is a saas company provided inventory management services for small business owners. It founded by Moahammad Ali in 14 October in 2017 who is a software developer working with small business management for log time.
Avion Group of Companies ,https://e27.co/startup/avion-group-of-companies,http://www.avionindia.info/,India,,,,,,,,"Google apps partners available in the ground but AVON India is a leading and authorized Google G suite partner in India and across the world. When you collaborate with this company,",
CAP Rangers,https://e27.co/startup/cap-rangers,http://www.caprangers.co,Thailand,Jobs & Recruiting,,,,,,,CAP Rangers is an on-demand part-time job platform that connects students looking for a placement and companies recruiting on such positions. The applicants can submit their resume online.,CAP Rangers is an on-demand part-time job platform that connects students looking for a placement and companies recruiting on such positions. The applicants can submit their resume online.
Tife,https://e27.co/startup/tife,http://www.tife.com.my,Malaysia,B2B/Enterprise,April 2018,Hong Quan,,https://www.facebook.com/mytifeteam/,,,Providing simple solutions to public transport commuters in Malaysia.,The market is ripe for our solutions because of rapid expansions of public transport infrastructure in Malaysia.
AntWorks,https://e27.co/startup/antworks,https://www.ant.works,Singapore,Data & Analytics,,,,"http://www.twitter.com/AntWorksGlobal,https://www.facebook.com/AntWorksGlobal/",,,"Founded in 2015 by Asheesh Mehra and Govind Sandhu, AntWorks™ is an organization of steadfast AI enthusiasts working to make Integrated Intelligent Enterprise Automation Platforms.",Fresh. Fearless. Fast.
Best Bitcoin Exc,https://e27.co/startup/best-bitcoin-exc,https://www.pulsehyip.com/cryptocurrency-exchange-development-company,India,,,,,,,,Pulsehyip is the best Bitcoin and cryptocurrency Exchange script software provider in India enable you to create a robust Bitcoin Exchange business Website with our ready-made bitcoin exchange script.,
Antier Solutions - Cryptocurrency Exchange Development Company,https://e27.co/startup/antier-solutions-cryptocurrency-exchange-development-company,https://antiersolutions.com/cryptocurrency-exchange-development-company.html,India,,,,,"http://www.twitter.com/antiersolutions,https://www.facebook.com/antiersolutions",,,We have ardent team of cryptocurrency developers who are capable to provide cryptocurrency exchange development services at affordable pricing.,"If you are a startup or an enterprise planning to create your own cryptocurrency exchange, Antier Solutions can help. We specialize in delivering customized cryptocurrency exchange development services that align with our clients’ needs. Our crypto developers keep abreast of the latest advancements in the blockchain technology to employ the right solutions for building an advanced exchange platform. Our designers focus on all of the design aspects to ensure that the exchange is appealing and has an intuitive user interface. With a team of designers, developers, quality analysts and a project manager working together to cater your business needs, we deliver a highly-secure, scalable, feature-rich and user-friendly exchange platform that helps you to stay ahead of the competition."
mageWebin,https://e27.co/startup/magewebin,http://www.magewebin.com,India,,,,,"http://www.twitter.com/magewebin,http://www.facebook.com/magewebin,http://www.linkedin.com/company/magewebin/",,,Hire magento developers in India to build magento website for you at affordable price. mageWebin is located in Faridabad and provide services to world wide.,
sheknowsfinance,https://e27.co/startup/sheknowsfinance,http://sheknowsfinance.com,United States of America,,,,,,,,Our company deals in personal finance which share unique ideas related to online money making. Apart from this we also provide updates related sweepstakes and freebies,
Gifts N Surprise,https://e27.co/startup/giftsnsurprise,https://www.giftsnsurprise.com,India,E-commerce,September 2017,,,"http://www.twitter.com/GiftsNSurprise,https://www.facebook.com/MyGiftsNSurprise/,https://www.linkedin.com/company/giftsnsurprise/",,,Gifts N Surprise is one of the biggest e-commerce gift portals in India. The headquarters of the company is situated in the city of Bangalore.,"Gifts N Surprise is one of the biggest e-commerce gift portals in India. The headquarters of the company is situated in the city of Bangalore. By a really strong operational arrangement and organized workforce, the company has been serving its customers with doorstep delivery of gifts following a quick delivery time cycle. The company insists on qualitative products deployment. The company has an in-house kitchen at which the consumable gifts are freshly baked at the acceptance of orders. The products projected for sale are meticulously examined for its quality status by the Quality analysts at the company. Customer satisfaction is the quintessence of the work and service culture at Gifts N Surprise."
ifelseloop.com,https://e27.co/startup/ifelseloop-com,https://ifelseloop.com/,India,,July 2018,,,"https://www.facebook.com/ifelseloopCom,https://www.linkedin.com/company/ifelseloop/",,,Ifelseloop.com is a online tutorial for Programmers,"Ifelseloop.com is a online tutorial site for javascript, angular, react, vue , RXJS, c , c++ and java, which will help software developers to code better way by presenting the topics in very simply explained manner."
SocialXpand,https://e27.co/startup/socialxpand,https://socialxpand.com/,United States of America,Advertising,January 2015,,,"http://www.twitter.com/socialxpanded,https://www.facebook.com/socialXpand/,https://www.linkedin.com/company/socialxpand",,,SocialXpand is one of the best and cost-effective social Media Marketing Reseller Program. Our board is 100% High Quality for all social networking sites like Facebook or myspace.,SocialXpand resellers also work with the social media experts to provide with the knowledge to manage local businesses effectively. SocialXpand is a leading company offering social media marketing reseller programs that can help resellers or social media marketing professionals get the edge they need to stand out from the competition.
Threenet Works,https://e27.co/startup/threenet-works,http://www.threenetworks.com/webiste-development.php,India,,February 2015,,,,,,"Hello, everyone are you looking for digital marketing service we are offering search engine optimization service, website development service, mobile apps development, Web application development in M",
Pixel Point Technology,https://e27.co/startup/pixel-point-technology,https://pixelpointtechnology.com/,India,Design ,,,,"http://www.twitter.com/PixelPointTech,https://www.facebook.com/pixelpointtechnology/,https://www.linkedin.com/company/pixel-point-technology/",,,"Pixel Point Mobile app Development Company. We craft Pixel Perfect iOS, Android Mobile App according to the client’s requirements.","The Pixel Point Technology is a Mobile Application Development company established in 2015. We deliver the best mobile app development outsourcing to develop Windows, iOS, and Android applications. Selecting Pixel Point Technology for developing and designing mobile-rich application, you are choosing the Most cost-effective group that remains with you for a long time."
Vintek System,https://e27.co/startup/vintek-system,http://www.vinteksystem.com,United States of America,,,,,"http://www.twitter.com/vinteksystem,http://www.facebook.com/VintekSystem/",,,We are a growing eCommerce Solution provider with a intense focus on branding & reputation of online business with implementation of new ideas and innovation.,
Nipponrama,https://e27.co/startup/nipponrama,https://nipponrama.com,Japan,,December 2015,,,http://www.twitter.com/nipponrama,,,"The website that helps you prepare for your stay in Japan. Find all the information you need, whether you are a tourist or an expatriate.",
Chahartechnologies,https://e27.co/startup/chahartechnologies,http://www.chahartechnologies.com,India,,,,,"http://www.twitter.com/cssassignment,https://www.facebook.com/Php-assignment-help-219799315239283/,https://www.linkedin.com/in/chahar-technologies-42994915a/",,,"Php Development Company in Delhi India, webpage change association in Delhi, SSL Integration Service, dynamic web arrangement association, word press improvement in Delhi,www.chahartechnologies.com","Php Development Company in Delhi India design, webpage change association in Delhi, SSL Integration Service, dynamic web arrangement association, word press improvement in Delhi, Responsive Web Designing Company in Delhi Web Designing Company in Delhi, Website Maintenance Service in Delhi, unobtrusive zone and encouraging in Delhi, Php Development Company in Delhi India web advancement in India, website arranging association in Delhi, , Responsive Web Designing Company in Delhi"
Gallerist,https://e27.co/startup/gallerist,https://www.gallerist.in/,India,E-commerce,February 2014,,,"http://www.twitter.com/RaviDubeyF5,https://www.facebook.com/gallerist.in,https://www.linkedin.com/in/ravi-dubey/",,,Gallerist.in is a platform for aspiring as well as professional artist to showcase their art & enable art lover to make their choice,The motive behind establishing Gallerist.in was not only to bring together renowned and esteemed artists but also to provide a platform for new entrants who aspire to make a mark in the art industry.
Rankdeck SEO,https://e27.co/startup/rankdeck-seo,http://www.rankdeckseo.in,India,,January 2015,,,"http://www.twitter.com/RankdeckSEO,https://www.facebook.com/rankdeckseoindia/,https://www.linkedin.com/company/rankdeck-seo/",,,"Rankdeck SEO is rated as one of the top web firms in India by numerous industry publications and review websites. We provide digital solutions such as search engine optimization, pay per click and so",
Ketchos,https://e27.co/startup/ketchos,https://www.ketchos.com,India,Software,July 2018,,,"http://www.twitter.com/getketchos,http://www.facebook.com/getketchos,https://www.linkedin.com/company/ketchos",,,Cloud based ecosystem to enable eCommerce and On-Demand companies.,
Egulen Systems Sdn Bhd,https://e27.co/startup/egulen-systems-sdn-bhd,https://egulen.my,Malaysia,Food & Beverages,May 2018,,,https://www.facebook.com/egulenMY/,,,"With our cloud based ""Next Generation Point-of-Sale"" System we guarantee any type of restaurant's owners a smooth and efficient operation.",Egulen Systems was founded by Kaizen Mongolia in 2015. We currently have customers in Mongolia & Singapore. Also we've opened a branch in Malaysia (Egulen Systems Sdn Bhd) in May of 2018. Currently we're acquiring users in Malaysia and are planning to enter other countries of Southeast Asia. The opportunities are present and our product is ready to use and it has been proven that it is fully-functional & a great product. Here is the general overview of our products.
C88,https://e27.co/startup/c88,https://c88fin.com,Philippines,Finance,,,,,,,"We are experienced financial technologists who believe strongly in the power of technology to create customized, inclusive and equitable financial and insurance outcomes for a billion customers.",Our beliefs at a glance
Floralbay,https://e27.co/startup/floralbay,https://www.floralbay.com,India,E-commerce,May 2017,,,"http://www.twitter.com/FloralbayIndia,https://www.facebook.com/FloralbayIndia/,https://www.linkedin.com/in/floral-bay-5665a8168/",,,"Floralbay is basically an online florist that delivers online flowers, online cakes, and other gifting items in every corner of the country. We contribute towards making every occasion.","Our online store showcases a huge selection of flowers. We have segregated into different kinds of online flower delivery service in India suiting different occasions. You can order flowers from floralbay.com to gift your loved ones on the occasions like birthday, anniversary, wedding, housewarming, baby shower, and many more. We also provide services like anniversary gifts same day delivery, Special Valentine’s Day flowers,Birthday Gifts Same Day Delivery, you can select from many gorgeous bouquets made from alluring red roses. Here you can also buy rakhi online or send rakhi gift to your brother as well."
Lemosys Infotech,https://e27.co/startup/lemosys-infotech,http://lemosys.com/,India,E-commerce,January 2007,,,"http://www.twitter.com/Lemosys_company,https://www.facebook.com/lemosysinfotechitcompany/,https://www.linkedin.com/company/lemosys-infotech/",,,"Lemosys Infotech is an ISO Certified Company having its operations in India & US. We offer best IT Services that includes Website Development, Web Designing, Mobile Application development & SEO.",Lemosys Infotech is an ISO Certified Company having its operations in India and United States. The company was formed in 2007 with an aim to become the highest quality website development and designing company in the world for offering excellent services and delivering standard value to our customers and associates. Lemosys is the dominant IT Company in Asia. Our company has reached world-class practice in the field of web and mobile applications services.
MoneySaver,https://e27.co/startup/moneysaver,http://www.moneysaver.be,Belgium,Finance,January 2016,Nicoleta Capatana,,https://www.facebook.com/moneysaver.be/,,,MoneySaver provides the best solution to the complex problem of choosing the right credit cards. It is our mission to create a user experience that makes it easier than ever for people to find a card.,
FivePlus Solutions,https://e27.co/startup/fiveplus-solutions,https://e27.co/startups?loc[]=Romania,,,,,,,,,,
Data Outsourcing India,https://e27.co/startup/data-outsourcing-india,https://www.dataoutsourcingindia.com,India,Design ,May 2006,,,"http://www.twitter.com/DOINDIA,https://www.facebook.com/dataoutsourcing.india/,https://in.linkedin.com/company/data-outsourcing-india",,,"Data Outsourcing India a leading IT/BPO company offers data entry, e-publishing, website design, SEO, back office, photo editing and ecommerce management services at affordable prices.","Data Outsourcing India is a leading multi-process IT outsourcing company in New Delhi (India). Founded in 2006, this firm has been delivering a full range of IT / BPO services to worldwide clients."
Kliento Technologies,https://e27.co/startup/kliento-technologies,https://www.klientotech.com,United States of America,B2B/Enterprise,,,,"http://www.twitter.com/Kliento_tech,https://www.facebook.com/KlientoTech/,https://www.linkedin.com/company/kliento-technologies-private-limited",,,,"Kliento Technologies Pvt. Ltd. is the IT solution provider, we are the blend of experience and expertise with deep in-build knowledge. The companies are moving towards digital age that mark their competitive advancement in the new era. We ignite their existence with the technological solutions around Digital Transformation, Cloud Services, IoT, ChatBots, Mobility solutions, and business solutions around Salesforce, Design Engineering, Business Analytics, and Application Support & Maintenance."
Courseinn Academy,https://e27.co/startup/courseinn-academy,https://www.courseinn.com/,India,,,,,"http://www.twitter.com/courseinn,https://www.facebook.com/courseinn/,https://www.linkedin.com/company/courseinn-academy/",,,A good start is half the job done; just get ready to sign up with us to learn the course suited for you to enhance your career with emerging online trends.,"Courseinn Academy sets the education to the international standard for digital marketing, web design, and web development courses who have qualified more professionals with industry-recognized certifications. We train our students with the most updated content and make them learn in-demand digital skills that help them to thrive in this fast-paced digital world."
Ad-Lib: Personalised Dynamic Creative,https://e27.co/startup/ad-lib-digital-personalised-dynamic-creative,http://Ad-Lib.io,Singapore,Advertising,January 2017,,,"https://www.facebook.com/Ad-Lib-Digital-143956766396965/,https://www.linkedin.com/company/ad-lib-digital/",,,"Ad-Lib is an award winning advertising technology company, helping brands deliver personalised ad creatives in real time, for programmatic display, video and social campaigns","Ad-Lib's data-driven creative technology saves brands valuable time & money on creative production while increasing engagement, sales and ROI of digital marketing campaigns."
GoChampion ,https://e27.co/startup/go-champion,https://www.GoChampion.my,Malaysia,Consumer,July 2018,,,https://m.facebook.com/GoChampion.my/,,,GoChampion.my is a Marketplace that connects local freelancers with consumers directly. It's the Fiverr / Upwork for Non-IT - offline services. It makes easier for consumers to hire local pros.,"GoChampion makes it easier for Consumers to hire a local professional with few clicks. GoChampion platform has  functionality of chat, review, negotiate and to be able to hire & pay online."
Wewe Media Group,https://e27.co/startup/wewe-media-group,http://wewemedia.com,Singapore,Advertising,,,,"https://www.facebook.com/wewemediagroup/,https://www.linkedin.com/company/wewe-media-group-pte-ltd/",,,"Wewe Media is a leading performance marketing agency, helping companies deliver highly-targeted leads globally.","Wewe Media, a premier performance marketing agency, provides quality user acquisition for clients on a Cost-Per-Action (CPA, CPI, CPL, CPS) pricing model. We are committed to help our clients maximize their ROI through a combination of internal inventory and premium traffic from quality publishers."
Razz Automotive,https://e27.co/startup/razz-automotive,https://www.razzautomotive.com.au,Australia,,,,,"http://www.twitter.com/razzautomotive,https://www.facebook.com/RazzAutomotive",,,"Razz Automotive company provides automotive services which are reliable in Glen Waverley, Mount Waverly, Wheelers Hill, Vermount South and Burwood East area.","Our highly qualified car mechanic is able to provide efficient car repairs services. We have earned a good reputation in the market for providing top class car service. Taking care of the tyres, clutch and brake for automobiles our company provides services for good car maintenance. Razz Automotive is also the right place for excellent logbook service."
CV DESIGNER,https://e27.co/startup/cv-designer,https://www.cvdesigner.in/,India,,,,,,,,"Our CV designer experts have compiled a library of unique  professional resume design samples and templates,  giving specific details about your properly present skills, education, and experience. ",
Digimetric LLP,https://e27.co/startup/digimetric-llp,https://digimetric.sg/,Singapore,,,,,,,,Digimetric is a Digital Marketing and social media agency in Singapore.,Digimetric LLP is a digital media and marketing agency in Singapore. We provide KPI-centered digital marketing services and strategies that help brands and businesses to generate leads. The Organization was founded in June 2017. Right now it is having employee strength of 23 people
superfinelifestyle,https://e27.co/startup/superfinelifestyle,https://superfinelifestyle.com,United States of America,,,,,,,,"SuperfineLifestyle - Leading an e-commerce company in USA. We provide many product like bedding, Sheet, pillows, throws, rugs, furniture, lighting, wall-decoration, home décor accessories.",
ThirdRockTechkno,https://e27.co/startup/thirdrocktechkno,https://www.thirdrocktechkno.com/,India,,,,,"http://www.twitter.com/thirdrocktechno,https://www.facebook.com/ThirdRockTechkno/",,,"Third Rock Techkno is an experienced React Native app , Angular js, Node js development company in India, we build high-performance, user-friendly web app for our clients worldwide.","We, at ThirdRock Techkno, have been providing AngularJS ,Node js development services for a long time. Our developers have the experience and expertise to employ the right AngularJS solutions to develop web and mobile apps that are highly-secure, interactive, scalable and flawlessly run across various browsers. We understand our clients’ needs and create an execution plan, which is followed by our entire team, including designers, developers, project manager and quality analysts, to ensure that your idea is transformed into a successful product."
Secure Future Care Private Limited,https://e27.co/startup/secure-future-care-private-limited,http://www.maukatoday.com,India,Startups,August 2016,,,,,,"Our Dream You Grow With Us, Can Change Your future Life Style",
AORA,https://e27.co/startup/aora,http://www.aora.com,Singapore,,,,,,,,"AORA is a global buying concierge that seeks to reinvent the buying experience for consumers. AORA is developed by Luminore 8 Pte. Ltd., a subsidiary of Y Ventures Group Ltd. ",
Food Connection,https://e27.co/startup/food-connection,https://www.foodconnection.com.my,Malaysia,E-commerce,December 2016,,,"http://www.twitter.com/myfoodconnectio,https://www.facebook.com/FoodConnection.com.my/",,,"Food Connection bridges your food desires with convenience. Be it homemade goodies or half century signature biscuits, delivering a tinge of home and fond memories to your doorstep just a few click.","The Chews were raised in a close knit Ipoh, close to the heartbeat of simplicity and contentment. Growing up was simple, there was night and day and then good food always. Malaysian food is the best in the world and simple Malaysian delicacies, from nyonya kuih to the silky smooth bean curd never departed from our lips and desire. It is with this philosophy that the Chews belief, Malaysians and others who are abroad, will always craves for a taste of Malaysian."
Digit Insurance,https://e27.co/startup/digit-insurance,https://www.godigit.com/,India,Insurance,,,,,,,We’re simplifying insurance products so that even a 15-year-old can comprehend them.,"Insurance is complicated, we’re here to simplify it. Let’s talk about bread!"
The Bitcoin Match,https://e27.co/startup/the-bitcoin-match,https://thebitcoinmatch.com/bitcoin-otc-trading,United States of America,,,,,"http://www.twitter.com/thebitcoinmatch,http://www.facebook.com/thebitcoinmatch,https://www.linkedin.com/company/the-bitcoin-match/",,,The Bitcoin Match is a Cryptocurrency & Bitcoin OTC trading desk and brokerage service that provides deep liquidity to institutional and individual investors.,The Bitcoin Match is a Cryptocurrency & Bitcoin OTC trading desk and brokerage service that provides deep liquidity to institutional and individual investors.
50Gram,https://e27.co/startup/50gram,https://50gram.com.my/,Malaysia,Media,,,,https://www.facebook.com/50grammalaysia/,,,"Malaysia's First Video Bouquet, We brought new invention in to the industry . The first one who bring interactive experience.",Malaysia's First
Voice Verso ,https://e27.co/startup/voiceverso,http://voiceverso.com,India,Media,June 2017,,,"http://www.twitter.com/voiceverso,http://www.facebook.com/voiceverso",,,Interactive 2-D curl based Book Publishing simulator for authors & publishing houses.,"The word ""Voice Verso"" is a beautiful amalgamation of -""Voice"" & ""Verso""- the first page of your book."
we r urban,https://e27.co/startup/we-r-urban,https://www.werurban.com/,Hong Kong,,,,,https://www.facebook.com/werurban/,,,We know the challenge to commit longterm. Life just keeps changing. So we offer apartments from 28 days onwards.,Community
Nagarkrishi,https://e27.co/startup/nagarkrishi,http://www.nagarkrishi.com,Bangladesh,Agriculture,January 2017,,,"http://www.facebook.com/Nagarkrishi,http://www.linkedin.com/Nagarkrishi",,,"Nagarkrishi provides a 360 degree solution for urban farming and gardening. Developing economically sound, city-based farming ventures can foster a greater appreciation of farmers everywhere.","In the last 30 years in Dhaka, the amount of green/open space has halved. Food adulteration is growing unchecked - 50% vegetables and 25% fruits sold in Dhaka are adulterated with chemicals to extend shelf life beyond the natural expiration period."
